item_id,order_id,product_id,quantity,unit_price,discount_percent,line_total
1372,447,120,2,417.34,13.2,724.53
1373,447,299,1,266.21,1.17,263.09
1374,448,13,2,119.12,1.63,234.37
1375,448,64,1,204.72,18.84,166.14
1376,449,215,2,284.51,10.44,509.64
1377,449,303,2,223.01,11.92,392.87
1378,449,439,1,94.47,19.95,75.62
1379,450,152,1,82.42,7.22,76.47
1380,450,332,2,233.42,10.21,419.19
1381,450,418,3,245.45,11.53,651.44
1382,451,24,2,92.06,13.43,159.39
1383,451,210,3,134.97,15.06,343.92
1384,451,338,2,87.09,2.08,170.56
1385,452,355,2,90.98,6.0,171.05
1386,452,165,2,327.71,14.69,559.17
1387,452,39,3,183.72,18.84,447.34
1388,453,174,1,24.15,4.45,23.08
1389,454,35,1,340.33,16.69,283.52
1390,454,299,2,266.21,16.34,445.4
1391,454,99,2,144.6,12.07,254.29
1392,454,61,1,386.84,0.19,386.1
1393,455,449,2,138.08,10.5,247.16
1394,455,78,2,492.39,3.68,948.54
1395,456,313,1,255.55,12.59,223.38
1396,456,362,1,17.27,1.92,16.94
1397,456,34,1,131.98,2.43,128.77
1398,457,169,3,46.54,18.02,114.46
1399,457,231,2,156.81,4.15,300.61
1400,457,401,1,94.26,8.63,86.13
1401,457,219,3,324.82,19.39,785.52
1402,458,10,2,358.77,11.81,632.83
1403,458,374,1,343.35,1.77,337.26
1404,459,272,3,101.07,4.67,289.04
1405,459,353,1,339.4,19.54,273.09
1406,459,119,1,291.81,9.18,265.03
1407,460,64,2,204.72,10.65,365.85
1408,460,103,1,157.7,5.35,149.26
1409,460,137,1,137.07,13.13,119.08
1410,460,141,3,277.52,18.2,681.02
1411,460,196,2,124.97,19.6,200.96
1412,461,323,3,467.27,10.4,1256.01
1413,461,279,1,83.56,3.92,80.29
1414,461,429,2,209.6,12.34,367.48
1415,461,228,3,325.33,9.24,885.77
1416,461,75,1,144.65,6.1,135.82
1417,462,98,3,195.07,6.89,544.92
1418,462,277,3,158.97,12.53,417.13
1419,462,191,2,283.86,2.08,555.92
1420,462,242,2,471.0,10.22,845.76
1421,463,476,2,56.43,3.28,109.16
1422,463,329,1,322.58,16.54,269.23
1423,463,483,2,496.39,19.48,799.4
1424,463,85,3,269.13,11.38,715.54
1425,464,429,2,209.6,11.62,370.48
1426,464,442,1,248.62,1.72,244.34
1427,464,344,1,305.39,17.47,252.04
1428,464,377,2,227.71,9.56,411.87
1429,465,489,2,381.69,15.58,644.41
1430,465,23,2,240.53,7.02,447.28
1431,465,482,3,55.3,15.37,140.4
1432,465,380,1,22.85,9.34,20.72
1433,466,130,2,470.84,6.96,876.16
1434,466,235,2,302.26,9.8,545.3
1435,466,335,2,421.41,16.68,702.21
1436,466,110,1,195.45,2.61,190.35
1437,467,324,2,270.74,4.99,514.46
1438,468,304,3,250.63,10.16,675.52
1439,468,136,1,161.51,5.69,152.32
1440,468,51,2,180.9,4.69,344.83
1441,468,284,3,114.38,7.27,318.19
1442,469,202,2,29.16,9.08,53.02
1443,469,216,3,328.65,0.21,983.85
1444,470,203,2,182.93,0.58,363.75
1445,470,27,3,262.58,18.8,639.66
1446,471,384,2,367.12,7.94,675.91
1447,471,115,2,282.09,16.74,469.73
1448,471,49,3,404.87,5.89,1143.13
1449,471,60,3,334.1,6.86,933.53
1450,471,442,2,248.62,17.62,409.64
1451,472,459,2,250.25,3.84,481.29
1452,473,302,1,33.87,16.91,28.14
1453,473,488,2,275.19,12.44,481.93
1454,473,489,3,381.69,3.18,1108.61
1455,474,41,3,33.32,7.22,92.74
1456,474,6,1,36.55,4.67,34.84
1457,474,9,1,327.92,14.77,279.48
1458,474,150,3,367.19,7.64,1017.38
1459,475,246,1,84.15,14.79,71.7
1460,475,202,1,29.16,10.92,25.98
1461,475,16,3,110.97,0.26,332.04
1462,475,492,1,223.89,12.28,196.39
1463,476,290,1,286.41,17.28,236.93
1464,476,385,1,431.76,0.95,427.65
1465,476,269,1,417.47,16.51,348.53
1466,477,134,2,398.08,17.58,656.2
1467,478,425,1,98.08,5.76,92.43
1468,478,25,1,315.14,9.32,285.78
1469,478,225,1,209.24,15.28,177.26
1470,479,98,3,195.07,12.53,511.88
1471,480,498,1,288.15,13.49,249.28
1472,480,132,1,263.04,12.92,229.05
1473,480,54,1,395.36,13.7,341.2
1474,480,291,2,340.79,15.93,572.97
1475,480,459,1,250.25,9.44,226.63
1476,481,204,2,62.98,10.87,112.27
1477,481,349,2,386.73,15.79,651.35
1478,481,265,1,295.45,3.24,285.87
1479,481,343,3,106.45,7.46,295.51
1480,481,28,1,48.74,2.84,47.35
1481,482,166,2,352.58,16.01,592.27
1482,482,14,2,151.98,6.43,284.41
1483,482,494,3,176.47,14.15,454.48
1484,482,319,3,348.21,6.03,981.68
1485,483,225,2,209.24,9.79,377.5
1486,483,381,2,147.09,18.61,239.43
1487,483,34,1,131.98,19.0,106.9
1488,483,220,1,137.34,13.92,118.23
1489,483,58,3,238.58,6.12,671.96
1490,484,354,1,144.93,1.82,142.3
1491,484,430,2,252.94,1.96,495.95
1492,485,14,2,151.98,16.03,255.23
1493,485,292,3,334.57,2.85,975.06
1494,485,31,1,139.09,4.03,133.48
1495,485,439,3,94.47,11.7,250.26
1496,485,484,2,226.17,6.65,422.24
1497,486,36,1,73.97,0.11,73.89
1498,486,170,2,295.91,18.63,481.58
1499,486,391,3,19.41,3.59,56.14
1500,487,492,3,223.89,5.89,632.11
1501,487,378,2,385.86,12.92,672.04
1502,488,342,3,528.57,11.44,1404.23
1503,488,469,3,387.95,16.41,972.89
1504,488,197,1,107.66,7.43,99.66
1505,488,127,1,22.76,5.75,21.45
1506,489,385,2,431.76,4.16,827.57
1507,489,95,1,162.7,6.87,151.52
1508,489,268,1,264.67,6.91,246.38
1509,490,403,2,170.7,9.66,308.41
1510,490,394,3,49.85,10.41,133.99
1511,490,6,1,36.55,19.47,29.43
1512,490,290,2,286.41,5.71,540.1
1513,490,5,1,85.46,6.63,79.79
1514,491,266,3,103.36,11.14,275.53
1515,491,346,3,414.09,2.57,1210.36
1516,491,168,3,179.11,13.62,464.13
1517,492,500,3,127.25,7.25,354.09
1518,493,164,2,46.14,11.67,81.51
1519,493,454,3,368.84,5.54,1045.22
1520,493,373,2,65.56,14.47,112.14
1521,493,299,3,266.21,17.99,654.97
1522,494,322,1,30.69,8.99,27.93
1523,494,418,3,245.45,6.64,687.48
1524,494,72,2,386.73,9.21,702.22
1525,495,374,2,343.35,14.59,586.49
1526,495,78,1,492.39,9.8,444.13
1527,496,261,2,270.47,11.27,479.99
1528,496,435,3,56.18,4.68,160.65
1529,496,44,2,335.41,19.32,541.21
1530,496,368,2,279.94,8.36,513.09
1531,496,424,3,47.16,5.12,134.24
1532,497,48,1,142.88,4.07,137.06
1533,497,73,2,428.77,19.78,687.88
1534,497,60,3,334.1,1.67,985.59
1535,498,144,2,420.25,18.42,685.71
1536,498,241,1,161.49,11.08,143.6
1537,498,319,1,348.21,10.94,310.12
1538,498,385,1,431.76,17.61,355.73
1539,498,332,2,233.42,10.73,416.75
1540,499,66,1,30.93,11.78,27.29
1541,500,99,3,144.6,3.95,416.65
1542,500,55,2,237.99,13.16,413.34
1543,500,230,1,122.72,16.83,102.06
1544,500,444,1,154.23,18.74,125.33
1545,501,157,2,229.97,10.32,412.45
1546,501,369,3,337.14,8.87,921.7
1547,501,66,1,30.93,11.91,27.24
1548,501,258,1,31.24,15.27,26.47
1549,502,164,1,46.14,0.62,45.85
1550,503,69,1,241.47,3.5,233.03
1551,503,378,2,385.86,11.84,680.37
1552,504,321,3,108.24,15.93,272.98
1553,504,167,3,179.89,13.32,467.81
1554,504,262,2,194.26,15.34,328.92
1555,504,205,1,201.81,12.68,176.21
1556,505,492,3,223.89,11.41,595.05
1557,506,347,3,153.56,2.42,449.54
1558,506,487,2,155.47,6.82,289.75
1559,506,117,2,288.29,12.28,505.76
1560,506,284,3,114.38,19.82,275.13
1561,507,104,2,190.73,7.71,352.04
1562,508,253,1,200.27,11.09,178.07
1563,508,336,2,254.97,17.09,422.78
1564,508,239,1,347.15,19.87,278.17
1565,509,183,1,223.07,16.03,187.3
1566,509,373,3,65.56,3.13,190.52
1567,509,28,2,48.74,16.66,81.24
1568,509,277,2,158.97,8.1,292.19
1569,510,455,1,425.49,15.96,357.6
1570,510,388,3,128.45,12.61,336.76
1571,510,152,2,82.42,16.3,137.97
1572,510,182,3,510.9,6.27,1436.66
1573,510,139,3,147.83,19.08,358.87
1574,511,272,3,101.07,18.15,248.17
1575,511,410,1,257.66,10.02,231.83
1576,511,290,2,286.41,6.18,537.42
1577,511,28,1,48.74,2.19,47.67
1578,511,455,2,425.49,8.97,774.65
1579,512,492,2,223.89,5.13,424.81
1580,512,69,3,241.47,1.77,711.55
1581,512,115,1,282.09,18.82,228.99
1582,512,51,3,180.9,3.39,524.33
1583,513,458,2,200.78,14.72,342.44
1584,513,100,2,18.04,19.04,29.21
1585,513,242,1,471.0,16.81,391.83
1586,513,365,2,236.84,9.86,427.0
1587,513,420,3,104.63,2.46,306.16
1588,514,217,2,77.47,6.08,145.52
1589,514,468,3,168.99,10.91,451.65
1590,514,192,2,220.33,15.7,371.49
1591,515,397,1,456.54,18.76,370.88
1592,515,423,3,246.85,13.73,638.88
1593,516,247,2,161.11,3.53,310.86
1594,516,331,3,143.75,7.05,400.86
1595,516,346,2,414.09,7.1,769.42
1596,517,195,3,102.17,13.6,264.82
1597,517,448,1,168.88,16.56,140.91
1598,517,430,3,252.94,16.57,633.07
1599,517,77,1,246.57,1.33,243.3
1600,518,93,3,158.06,9.67,428.32
1601,518,282,1,205.67,2.62,200.27
1602,519,488,2,275.19,11.27,488.36
1603,519,392,1,405.44,14.42,346.98
1604,519,248,3,483.86,14.96,1234.39
1605,520,360,1,314.52,19.49,253.21
1606,520,33,3,520.85,0.01,1562.42
1607,521,384,2,367.12,5.55,693.45
1608,521,150,2,367.19,10.86,654.65
1609,521,47,2,254.96,7.3,472.67
1610,522,445,1,344.46,14.82,293.42
1611,522,315,2,86.08,6.18,161.51
1612,522,43,3,300.9,12.64,788.64
1613,522,427,1,179.43,10.43,160.71
1614,522,53,2,122.33,16.42,204.48
1615,523,426,2,220.85,18.28,360.94
1616,523,236,1,148.9,13.49,128.82
1617,523,137,3,137.07,4.08,394.44
1618,523,321,3,108.24,16.64,270.69
1619,523,314,2,285.16,15.17,483.78
1620,524,406,3,33.53,15.33,85.17
1621,525,365,3,236.84,4.4,679.25
1622,525,140,2,488.05,16.16,818.34
1623,526,311,3,56.08,9.0,153.1
1624,526,396,1,228.5,6.23,214.26
1625,527,51,2,180.9,4.68,344.87
1626,527,298,3,31.56,4.29,90.62
1627,527,397,3,456.54,11.45,1212.78
1628,528,94,2,83.89,7.37,155.41
1629,528,242,3,471.0,18.71,1148.59
1630,528,378,3,385.86,9.38,1049.03
1631,529,117,3,288.29,19.78,693.78
1632,530,130,2,470.84,0.32,938.7
1633,530,14,2,151.98,9.56,274.89
1634,531,57,1,160.05,8.14,147.03
1635,531,231,1,156.81,8.05,144.19
1636,531,18,2,540.65,0.51,1075.75
1637,531,301,1,158.95,7.18,147.53
1638,531,40,2,63.04,15.61,106.4
1639,532,173,3,365.49,4.49,1047.26
1640,532,35,1,340.33,4.56,324.81
1641,532,342,1,528.57,1.74,519.36
1642,533,230,1,122.72,2.53,119.61
1643,533,286,1,149.52,4.01,143.53
1644,533,404,3,46.01,1.09,136.52
1645,534,126,1,237.32,15.28,201.06
1646,534,280,1,363.1,17.45,299.73
1647,535,226,3,239.04,3.18,694.32
1648,535,101,3,106.68,18.21,261.76
1649,535,308,3,232.29,9.81,628.49
1650,535,305,1,244.08,18.93,197.87
1651,535,465,2,40.96,19.5,65.95
1652,536,347,2,153.56,12.67,268.2
1653,536,13,2,119.12,3.78,229.23
1654,536,9,2,327.92,4.7,625.05
1655,536,118,3,204.32,7.6,566.37
1656,537,124,2,120.2,17.02,199.48
1657,537,475,2,94.44,11.47,167.21
1658,538,326,3,181.94,14.67,465.72
1659,539,414,2,181.58,4.69,346.12
1660,539,49,3,404.87,0.01,1214.45
1661,539,78,2,492.39,16.15,825.76
1662,539,228,1,325.33,18.7,264.49
1663,539,97,3,432.8,17.07,1076.76
1664,540,398,2,109.42,7.49,202.46
1665,540,6,1,36.55,14.2,31.36
1666,541,424,2,47.16,6.54,88.16
1667,541,174,1,24.15,16.27,20.22
1668,541,295,1,363.57,18.56,296.1
1669,542,174,1,24.15,10.29,21.67
1670,542,444,1,154.23,6.9,143.59
1671,542,484,2,226.17,16.6,377.26
1672,543,216,3,328.65,16.62,822.07
1673,543,273,3,253.83,0.19,760.03
1674,544,367,1,67.25,11.97,59.2
1675,544,361,3,411.46,17.24,1021.58
1676,544,253,3,200.27,3.61,579.13
1677,545,87,3,208.98,8.67,572.61
1678,546,378,1,385.86,5.54,364.5
1679,547,286,1,149.52,16.21,125.28
1680,547,340,2,185.82,18.02,304.68
1681,547,158,2,253.43,1.75,497.99
1682,547,209,1,445.99,16.17,373.88
1683,547,163,1,160.25,17.48,132.24
1684,548,117,2,288.29,0.81,571.92
1685,549,81,3,154.15,1.91,453.61
1686,549,470,3,321.31,13.69,831.95
1687,549,253,3,200.27,7.9,553.33
1688,549,420,3,104.63,4.78,298.89
1689,550,428,3,117.84,12.85,308.1
1690,551,133,3,171.01,10.14,461.01
1691,551,87,1,208.98,11.71,184.51
1692,551,428,2,117.84,14.59,201.3
1693,551,261,1,270.47,16.41,226.08
1694,551,367,3,67.25,18.64,164.14
1695,552,464,2,73.91,8.85,134.74
1696,552,187,2,293.03,16.3,490.54
1697,553,326,2,181.94,5.15,345.14
1698,554,367,1,67.25,12.47,58.87
1699,554,241,2,161.49,14.41,276.44
1700,555,121,1,138.71,2.05,135.86
1701,555,239,2,347.15,3.5,669.97
1702,555,471,2,34.52,15.38,58.42
1703,555,300,2,44.34,4.77,84.45
1704,555,382,3,189.42,15.27,481.48
1705,556,153,3,411.93,19.83,990.73
1706,556,88,3,194.86,14.33,500.83
1707,557,195,1,102.17,6.69,95.33
1708,557,438,2,375.5,15.97,631.08
1709,557,353,3,339.4,2.29,994.84
1710,557,487,2,155.47,18.01,254.95
1711,558,32,3,101.22,14.74,258.91
1712,558,201,2,94.02,19.9,150.62
1713,559,461,3,214.95,3.6,621.66
1714,559,11,1,62.26,0.84,61.74
1715,559,130,2,470.84,16.52,786.08
1716,560,240,2,366.43,17.1,607.53
1717,561,432,2,467.13,13.99,803.57
1718,561,477,2,256.1,15.06,435.07
1719,561,149,3,364.06,1.49,1075.92
1720,561,123,1,402.97,10.65,360.05
1721,561,141,1,277.52,18.96,224.89
1722,562,420,1,104.63,8.67,95.56
1723,563,403,2,170.7,12.85,297.53
1724,563,434,1,85.9,9.43,77.8
1725,563,205,1,201.81,8.86,183.93
1726,563,101,3,106.68,15.25,271.22
1727,563,27,2,262.58,16.81,436.87
1728,564,467,3,410.97,17.46,1017.64
1729,564,46,3,105.44,2.69,307.81
1730,564,496,1,232.37,0.52,231.17
1731,565,294,1,207.14,14.06,178.02
1732,565,270,3,449.34,11.69,1190.49
1733,565,305,1,244.08,17.34,201.74
1734,565,295,3,363.57,12.69,952.28
1735,565,78,3,492.39,11.65,1305.13
1736,566,34,1,131.98,10.2,118.51
1737,566,400,2,282.34,18.6,459.64
1738,566,304,2,250.63,4.5,478.72
1739,566,67,2,212.48,0.29,423.74
1740,566,421,3,80.63,14.08,207.84
1741,567,264,3,422.21,3.71,1219.63
1742,567,362,3,17.27,12.68,45.24
1743,567,16,3,110.97,11.66,294.11
1744,567,32,3,101.22,3.75,292.28
1745,568,433,2,196.2,2.63,382.09
1746,568,267,2,193.12,1.97,378.63
1747,568,253,2,200.27,1.62,394.03
1748,568,176,3,368.89,17.64,911.46
1749,569,43,1,300.9,8.36,275.75
1750,570,134,3,398.08,8.99,1086.88
1751,570,150,2,367.19,7.92,676.2
1752,570,187,2,293.03,8.2,538.01
1753,570,27,2,262.58,17.12,435.24
1754,571,336,3,254.97,3.47,738.35
1755,572,73,3,428.77,11.29,1141.09
1756,572,96,2,41.44,15.48,70.05
1757,572,437,3,219.17,0.63,653.4
1758,573,171,2,259.2,8.3,475.35
1759,574,162,1,430.25,17.22,356.15
1760,574,480,1,299.62,8.23,274.96
1761,574,171,3,259.2,8.56,711.03
1762,574,490,2,102.16,6.91,190.19
1763,575,76,1,287.92,19.58,231.56
1764,576,131,3,436.21,15.5,1105.84
1765,576,53,2,122.33,1.5,240.99
1766,577,28,3,48.74,19.48,117.73
1767,578,170,1,295.91,7.46,273.82
1768,578,300,3,44.34,13.92,114.5
1769,579,62,1,368.43,8.25,338.04
1770,579,169,1,46.54,10.24,41.77
1771,579,94,3,83.89,14.7,214.67
1772,580,171,1,259.2,12.38,227.1
1773,580,417,2,247.73,6.27,464.38
1774,580,306,1,121.35,13.3,105.21
1775,581,62,1,368.43,12.98,320.62
1776,582,31,2,139.09,3.11,269.53
1777,582,263,3,193.6,7.15,539.27
1778,582,381,3,147.09,18.37,360.2
1779,583,332,2,233.42,18.96,378.31
1780,583,191,2,283.86,13.0,493.9
1781,583,427,1,179.43,5.84,168.96
1782,583,467,2,410.97,19.23,663.9
1783,583,396,2,228.5,1.53,450.03
1784,584,63,1,294.04,3.54,283.64
1785,584,271,2,183.3,12.24,321.73
1786,584,260,1,421.26,1.7,414.12
1787,585,134,1,398.08,4.7,379.38
1788,586,30,1,496.32,6.91,462.03
1789,586,226,1,239.04,16.78,198.92
1790,587,302,1,33.87,3.92,32.54
1791,587,456,1,96.53,0.53,96.01
1792,587,34,2,131.98,11.35,233.99
1793,587,448,3,168.88,12.82,441.68
1794,588,231,3,156.81,17.62,387.56
1795,588,85,1,269.13,2.52,262.36
1796,589,99,3,144.6,16.44,362.48
1797,589,370,1,189.06,19.1,152.95
1798,589,457,2,453.32,8.64,828.31
1799,590,245,3,141.94,17.02,353.34
1800,590,445,3,344.46,19.24,834.51
1801,591,375,2,46.57,11.58,82.36
1802,591,339,3,81.77,15.15,208.13
1803,591,359,2,305.54,14.09,524.99
1804,591,182,1,510.9,10.14,459.08
1805,592,498,3,288.15,2.69,841.21
1806,592,262,2,194.26,16.13,325.85
1807,592,259,3,237.68,2.81,693.0
1808,592,72,2,386.73,11.27,686.33
1809,593,247,2,161.11,7.19,299.04
1810,594,50,3,21.72,6.46,60.95
1811,594,102,3,153.83,19.36,372.17
1812,594,76,3,287.92,2.04,846.17
1813,595,144,2,420.25,0.1,839.65
1814,595,246,1,84.15,7.85,77.55
1815,595,305,3,244.08,2.05,717.21
1816,595,356,3,73.69,14.65,188.68
1817,596,302,3,33.87,7.35,94.14
1818,596,32,2,101.22,1.45,199.51
1819,596,179,3,172.92,13.77,447.3
1820,596,135,2,123.37,7.33,228.65
1821,596,426,2,220.85,4.51,421.79
1822,597,176,1,368.89,9.26,334.74
1823,598,224,3,95.74,8.84,261.82
1824,598,324,3,270.74,5.09,770.91
1825,598,442,2,248.62,9.76,448.73
1826,598,302,2,33.87,1.41,66.79
1827,599,349,3,386.73,7.74,1070.44
1828,600,116,1,135.71,10.24,121.81
1829,600,168,1,179.11,3.97,172.0
1830,600,210,3,134.97,2.18,396.08
1831,600,245,1,141.94,0.41,141.36
1832,601,117,2,288.29,19.41,464.67
1833,601,106,1,57.42,8.35,52.63
1834,601,126,1,237.32,13.78,204.62
1835,601,47,3,254.96,19.28,617.41
1836,602,402,2,192.6,13.85,331.85
1837,603,455,3,425.49,13.36,1105.89
1838,603,137,2,137.07,13.8,236.3
1839,603,313,2,255.55,10.45,457.7
1840,604,309,3,155.18,2.92,451.95
1841,604,135,1,123.37,15.76,103.92
1842,604,161,2,283.93,7.78,523.7
1843,605,421,1,80.63,1.31,79.57
1844,605,212,3,421.69,9.65,1142.96
1845,605,310,2,365.27,17.97,599.28
1846,605,359,1,305.54,17.55,251.91
1847,606,114,2,244.27,5.35,462.39
1848,606,127,1,22.76,9.48,20.6
1849,606,260,3,421.26,15.36,1069.62
1850,606,326,1,181.94,1.59,179.05
1851,607,498,1,288.15,14.41,246.63
1852,607,263,1,193.6,0.86,191.93
1853,607,392,1,405.44,6.71,378.22
1854,607,398,3,109.42,9.62,296.68
1855,608,46,3,105.44,5.2,299.87
1856,609,396,1,228.5,7.06,212.36
1857,609,374,1,343.35,9.11,312.06
1858,609,413,3,270.64,15.55,685.64
1859,609,142,2,280.07,6.7,522.61
1860,610,343,1,106.45,9.56,96.27
1861,610,282,3,205.67,7.68,569.6
1862,610,353,3,339.4,4.68,970.51
1863,610,142,1,280.07,1.68,275.36
1864,610,439,1,94.47,6.87,87.98
1865,611,125,1,206.88,2.95,200.78
1866,611,410,2,257.66,19.87,412.93
1867,612,274,3,29.33,2.49,85.8
1868,612,35,1,340.33,1.0,336.91
1869,612,391,1,19.41,13.3,16.83
1870,612,190,2,43.74,16.4,73.13
1871,612,488,1,275.19,10.36,246.69
1872,613,82,3,439.61,18.48,1075.12
1873,613,117,1,288.29,0.8,285.97
1874,614,192,1,220.33,12.4,193.0
1875,615,201,3,94.02,15.86,237.33
1876,615,196,2,124.97,19.77,200.53
1877,616,185,3,139.72,11.82,369.62
1878,617,276,1,173.8,9.47,157.34
1879,617,153,3,411.93,16.1,1036.86
1880,617,8,2,308.34,18.05,505.38
1881,617,73,2,428.77,4.04,822.92
1882,618,259,3,237.68,10.8,636.0
1883,618,470,3,321.31,7.15,895.04
1884,618,68,3,230.56,9.63,625.1
1885,619,32,1,101.22,1.48,99.73
1886,619,338,3,87.09,2.74,254.1
1887,619,379,1,82.49,8.26,75.68
1888,619,306,2,121.35,13.9,208.97
1889,620,136,2,161.51,1.43,318.41
1890,621,310,3,365.27,6.26,1027.18
1891,621,167,1,179.89,15.67,151.71
1892,621,3,2,85.06,2.52,165.83
1893,621,25,1,315.14,16.34,263.65
1894,621,140,2,488.05,11.04,868.34
1895,622,440,3,298.71,11.61,792.07
1896,622,160,1,266.84,4.74,254.19
1897,622,33,2,520.85,12.08,915.88
1898,622,74,2,220.2,18.17,360.37
1899,623,63,3,294.04,6.24,827.1
1900,623,312,1,229.06,14.4,196.09
1901,623,75,3,144.65,11.84,382.57
1902,624,277,2,158.97,10.08,285.89
1903,624,149,1,364.06,6.67,339.78
1904,624,48,2,142.88,13.24,247.93
1905,624,122,1,382.38,11.8,337.25
1906,624,427,3,179.43,9.08,489.39
1907,625,402,3,192.6,5.43,546.45
1908,625,487,1,155.47,19.06,125.84
1909,625,46,3,105.44,0.25,315.54
1910,626,233,2,215.88,9.07,392.59
1911,626,147,1,234.79,15.37,198.71
1912,626,246,1,84.15,4.81,80.1
1913,626,434,3,85.9,8.8,235.04
1914,626,211,3,42.6,10.9,113.87
1915,627,451,2,46.98,16.45,78.51
1916,627,61,2,386.84,12.56,676.54
1917,627,116,2,135.71,18.36,221.6
1918,627,473,2,209.11,17.46,345.18
1919,627,436,1,94.22,11.37,83.51
1920,628,102,3,153.83,0.25,460.31
1921,629,19,2,213.02,17.58,351.13
1922,629,342,3,528.57,5.36,1500.68
1923,629,202,2,29.16,13.95,50.18
1924,629,114,2,244.27,10.1,439.21
1925,630,326,2,181.94,13.09,316.26
1926,630,52,2,546.98,2.02,1071.82
1927,630,79,2,125.74,4.31,240.65
1928,630,192,3,220.33,15.63,557.7
1929,631,488,1,275.19,19.18,222.4
1930,631,187,2,293.03,17.1,485.87
1931,631,227,3,123.54,10.22,332.74
1932,631,45,3,35.26,11.75,93.35
1933,632,69,3,241.47,13.05,629.86
1934,632,41,1,33.32,1.13,32.94
1935,633,327,2,48.53,19.37,78.26
1936,633,318,3,228.22,0.45,681.56
1937,633,413,2,270.64,1.68,532.2
1938,633,102,1,153.83,2.19,150.46
1939,634,382,1,189.42,5.19,179.6
1940,634,306,1,121.35,3.65,116.92
1941,634,328,2,332.85,9.31,603.71
1942,634,312,2,229.06,14.39,392.2
1943,634,215,1,284.51,16.66,237.12
1944,635,56,1,253.37,10.7,226.26
1945,635,95,2,162.7,7.87,299.81
1946,636,71,3,339.13,11.36,901.84
1947,636,398,2,109.42,1.83,214.84
1948,636,329,3,322.58,0.75,960.44
1949,636,34,1,131.98,17.23,109.24
1950,637,3,2,85.06,19.5,136.94
1951,637,161,3,283.93,8.45,779.82
1952,637,464,2,73.91,1.05,146.26
1953,637,401,3,94.26,1.35,278.97
1954,637,371,3,243.59,8.11,671.5
1955,638,38,3,23.75,11.04,63.38
1956,638,358,3,203.4,11.25,541.53
1957,638,464,2,73.91,10.54,132.23
1958,638,42,3,339.55,11.39,902.58
1959,638,292,3,334.57,9.97,903.67
1960,639,456,1,96.53,5.55,91.17
1961,639,252,3,289.54,2.81,844.25
1962,639,375,3,46.57,8.9,127.27
1963,639,352,1,434.0,13.31,376.22
1964,639,404,2,46.01,18.53,74.97
1965,640,94,1,83.89,2.05,82.17
1966,640,274,1,29.33,5.23,27.8
1967,640,417,2,247.73,10.02,445.83
1968,641,477,3,256.1,13.6,663.82
1969,641,171,3,259.2,13.26,674.51
1970,642,365,2,236.84,17.11,392.63
1971,643,158,3,253.43,13.39,658.47
1972,643,102,2,153.83,3.67,296.37
1973,644,410,1,257.66,2.4,251.49
1974,644,405,3,378.27,3.52,1094.91
1975,645,443,3,381.42,4.86,1088.69
1976,646,249,1,374.51,12.6,327.32
1977,646,15,3,190.07,19.73,457.73
1978,647,250,3,213.77,12.78,559.37
1979,648,159,2,37.97,10.55,67.93
1980,648,39,1,183.72,11.95,161.77
1981,648,330,3,45.09,11.74,119.39
1982,648,406,3,33.53,1.52,99.06
1983,648,112,1,530.19,6.61,495.14
1984,649,56,3,253.37,12.93,661.84
1985,649,221,3,222.61,5.11,633.73
1986,649,157,3,229.97,15.98,579.68
1987,650,281,3,219.98,7.34,611.49
1988,650,75,1,144.65,9.53,130.86
1989,650,354,1,144.93,9.9,130.59
1990,650,100,1,18.04,3.79,17.36
1991,651,145,3,217.67,2.05,639.64
1992,651,466,2,78.67,3.21,152.29
1993,651,99,3,144.6,1.98,425.21
1994,651,233,1,215.88,5.6,203.8
1995,652,394,1,49.85,13.74,43.0
1996,652,132,3,263.04,15.65,665.59
1997,652,214,3,94.45,17.71,233.16
1998,652,31,1,139.09,14.46,118.98
1999,652,52,3,546.98,8.04,1509.03
2000,653,303,3,223.01,3.73,644.06
2001,653,110,2,195.45,8.62,357.22
2002,653,348,1,177.57,19.75,142.49
2003,653,57,2,160.05,18.54,260.76
2004,653,460,2,280.11,19.75,449.59
2005,654,436,1,94.22,19.93,75.44
2006,654,493,3,451.52,18.14,1108.86
2007,655,250,1,213.77,5.6,201.8
2008,655,451,3,46.98,13.83,121.44
2009,656,286,2,149.52,5.12,283.74
2010,656,324,2,270.74,2.41,528.41
2011,656,231,1,156.81,19.73,125.87
2012,656,338,2,87.09,6.46,162.93
2013,656,263,2,193.6,2.45,377.71
2014,657,328,2,332.85,8.92,606.34
2015,657,171,1,259.2,4.27,248.14
2016,658,166,2,352.58,11.25,625.83
2017,658,265,3,295.45,9.7,800.37
2018,659,291,1,340.79,6.86,317.42
2019,659,306,1,121.35,5.04,115.24
2020,659,488,1,275.19,7.2,255.38
2021,659,473,3,209.11,3.97,602.4
2022,659,79,3,125.74,17.26,312.12
2023,660,429,1,209.6,14.61,178.98
2024,661,116,2,135.71,18.03,222.48
2025,661,203,3,182.93,14.09,471.49
2026,661,354,2,144.93,11.48,256.59
2027,661,101,3,106.68,14.39,273.99
2028,661,137,3,137.07,6.79,383.29
2029,662,475,1,94.44,19.28,76.24
2030,662,158,2,253.43,9.85,456.92
2031,663,86,1,26.09,0.63,25.93
2032,664,210,1,134.97,7.01,125.5
2033,664,440,1,298.71,12.47,261.46
2034,664,444,3,154.23,0.88,458.61
