order_id,customer_id,order_date,order_status,shipping_method,payment_method,subtotal,tax_amount,shipping_cost,discount_amount,total_amount,shipping_address,order_priority
457,704,2025-04-08,Completed,Economy,Credit Card,501.02,40.08,17.9,50.09,508.91,"Address 457, City, Country",Low
458,1506,2025-03-17,Processing,Overnight,Digital Wallet,651.07,52.09,12.05,10.0,705.21,"Address 458, City, Country",High
459,749,2025-03-28,Completed,Economy,Bank Transfer,837.26,66.98,19.92,105.61,818.55,"Address 459, City, Country",Medium
460,1430,2024-07-29,Completed,Overnight,Digital Wallet,288.42,23.07,8.14,16.04,303.6,"Address 460, City, Country",Medium
461,296,2025-01-28,Completed,Economy,Bank Transfer,211.33,16.91,21.01,20.47,228.77,"Address 461, City, Country",Low
462,151,2024-09-15,Completed,Overnight,Credit Card,585.37,46.83,22.05,45.21,609.04,"Address 462, City, Country",Low
463,454,2024-11-17,Shipped,Standard,PayPal,954.52,76.36,16.27,133.42,913.72,"Address 463, City, Country",Medium
464,43,2024-09-13,Completed,Standard,Bank Transfer,616.63,49.33,17.73,104.74,578.95,"Address 464, City, Country",Low
465,395,2024-07-11,Completed,Overnight,PayPal,84.46,6.76,24.06,9.65,105.63,"Address 465, City, Country",Medium
466,1293,2025-04-04,Completed,Overnight,Credit Card,367.31,29.39,21.63,45.19,373.14,"Address 466, City, Country",Medium
467,974,2024-07-29,Completed,Overnight,PayPal,87.59,7.01,24.3,10.99,107.91,"Address 467, City, Country",Medium
468,1201,2025-01-22,Completed,Overnight,Bank Transfer,840.85,67.27,10.42,71.88,846.66,"Address 468, City, Country",Low
469,1090,2024-08-05,Completed,Standard,Digital Wallet,682.48,54.6,21.19,85.48,672.8,"Address 469, City, Country",Medium
470,1525,2025-05-14,Completed,Overnight,Bank Transfer,659.91,52.79,14.23,40.29,686.65,"Address 470, City, Country",Medium
471,838,2025-01-08,Completed,Economy,Bank Transfer,363.93,29.11,14.49,5.05,402.48,"Address 471, City, Country",Low
472,1521,2025-05-02,Completed,Overnight,PayPal,434.75,34.78,7.06,46.35,430.24,"Address 472, City, Country",Medium
473,1686,2025-02-08,Completed,Express,Credit Card,447.59,35.81,12.63,8.79,487.24,"Address 473, City, Country",Medium
474,1732,2025-02-22,Completed,Overnight,Bank Transfer,477.46,38.2,7.45,36.04,487.06,"Address 474, City, Country",Medium
475,1443,2024-10-18,Completed,Overnight,Digital Wallet,51.91,4.15,22.45,4.61,73.9,"Address 475, City, Country",Low
476,794,2025-01-19,Completed,Overnight,PayPal,927.06,74.17,16.93,180.16,838.0,"Address 476, City, Country",Medium
477,1633,2025-04-16,Shipped,Standard,Bank Transfer,907.99,72.64,12.96,147.22,846.37,"Address 477, City, Country",Low
478,817,2024-10-05,Processing,Express,PayPal,680.27,54.42,9.32,55.0,689.01,"Address 478, City, Country",Low
479,986,2025-02-13,Processing,Express,Bank Transfer,196.88,15.75,9.13,15.76,206.0,"Address 479, City, Country",Medium
480,1904,2025-04-06,Completed,Overnight,PayPal,967.24,77.38,8.61,115.01,938.21,"Address 480, City, Country",Medium
481,737,2025-05-22,Completed,Overnight,Credit Card,238.17,19.05,9.36,30.08,236.5,"Address 481, City, Country",High
482,1504,2025-04-27,Completed,Overnight,Bank Transfer,764.04,61.12,12.74,137.33,700.57,"Address 482, City, Country",Medium
483,1586,2025-03-10,Shipped,Standard,PayPal,989.85,79.19,8.93,116.15,961.81,"Address 483, City, Country",Low
484,1032,2024-09-05,Processing,Standard,Credit Card,393.58,31.49,8.64,75.64,358.07,"Address 484, City, Country",Medium
485,1238,2025-04-19,Completed,Economy,Bank Transfer,303.38,24.27,10.19,29.54,308.31,"Address 485, City, Country",Medium
486,772,2024-07-09,Completed,Economy,Digital Wallet,569.76,45.58,13.94,92.28,537.0,"Address 486, City, Country",Medium
487,1172,2025-01-26,Completed,Standard,PayPal,301.76,24.14,5.74,49.2,282.43,"Address 487, City, Country",Medium
488,1576,2025-03-02,Completed,Overnight,PayPal,108.97,8.72,6.8,18.08,106.41,"Address 488, City, Country",Medium
489,1773,2025-05-27,Processing,Overnight,PayPal,318.28,25.46,16.68,37.9,322.52,"Address 489, City, Country",Medium
490,72,2025-05-03,Completed,Standard,PayPal,566.27,45.3,16.7,16.63,611.64,"Address 490, City, Country",Low
491,1319,2024-12-29,Shipped,Express,Credit Card,632.75,50.62,5.6,63.8,625.17,"Address 491, City, Country",Low
492,1097,2024-07-09,Completed,Standard,Digital Wallet,384.67,30.77,14.82,14.64,415.61,"Address 492, City, Country",Low
493,413,2024-07-18,Completed,Overnight,PayPal,990.11,79.21,5.15,52.18,1022.29,"Address 493, City, Country",Medium
494,1064,2025-03-27,Completed,Standard,Digital Wallet,709.67,56.77,9.29,97.56,678.16,"Address 494, City, Country",Medium
495,1747,2024-11-19,Processing,Standard,Digital Wallet,652.27,52.18,7.29,101.89,609.86,"Address 495, City, Country",Low
496,378,2025-04-14,Completed,Overnight,Credit Card,495.91,39.67,22.63,81.19,477.02,"Address 496, City, Country",Low
497,1581,2024-11-24,Completed,Standard,Credit Card,351.86,28.15,7.8,5.29,382.51,"Address 497, City, Country",Low
498,868,2024-09-14,Completed,Overnight,PayPal,256.59,20.53,9.08,16.66,269.53,"Address 498, City, Country",Low
499,697,2024-09-17,Completed,Economy,Digital Wallet,374.93,29.99,7.36,6.86,405.42,"Address 499, City, Country",Low
500,961,2024-10-29,Processing,Economy,Digital Wallet,259.95,20.8,15.02,18.21,277.56,"Address 500, City, Country",Medium
501,1788,2025-01-08,Shipped,Economy,Bank Transfer,273.4,21.87,20.07,47.32,268.02,"Address 501, City, Country",Medium
502,866,2024-07-27,Completed,Economy,Credit Card,184.29,14.74,13.74,4.08,208.7,"Address 502, City, Country",Urgent
503,1289,2024-07-15,Completed,Overnight,Credit Card,775.25,62.02,20.49,104.16,753.6,"Address 503, City, Country",Low
504,1239,2025-06-08,Completed,Overnight,Credit Card,633.62,50.69,15.56,48.01,651.86,"Address 504, City, Country",Low
505,1043,2025-02-07,Completed,Economy,PayPal,553.89,44.31,12.93,59.27,551.87,"Address 505, City, Country",Low
506,661,2025-06-16,Completed,Express,Credit Card,877.96,70.24,19.61,55.75,912.07,"Address 506, City, Country",Medium
507,331,2025-03-28,Shipped,Overnight,Bank Transfer,769.18,61.53,15.94,42.9,803.76,"Address 507, City, Country",Low
508,620,2025-03-30,Completed,Economy,Digital Wallet,625.87,50.07,13.78,116.92,572.79,"Address 508, City, Country",High
509,154,2024-09-10,Completed,Overnight,PayPal,507.36,40.59,11.37,79.23,480.09,"Address 509, City, Country",Medium
510,1958,2025-06-10,Completed,Overnight,Digital Wallet,983.37,78.67,8.13,106.36,963.81,"Address 510, City, Country",Medium
511,9,2024-07-28,Completed,Overnight,Credit Card,236.33,18.91,24.8,14.08,265.96,"Address 511, City, Country",Low
512,1929,2025-04-22,Completed,Express,Bank Transfer,114.05,9.12,14.29,13.9,123.57,"Address 512, City, Country",Urgent
513,1009,2025-02-11,Shipped,Overnight,Credit Card,245.15,19.61,7.06,15.33,256.5,"Address 513, City, Country",Low
514,1729,2025-04-03,Completed,Overnight,Bank Transfer,392.02,31.36,22.79,54.13,392.04,"Address 514, City, Country",High
515,908,2025-04-11,Completed,Economy,PayPal,525.91,42.07,11.62,104.79,474.82,"Address 515, City, Country",High
516,1376,2024-08-25,Cancelled,Express,Digital Wallet,935.03,74.8,23.59,1.49,1031.93,"Address 516, City, Country",Low
517,1997,2025-03-24,Completed,Standard,Digital Wallet,818.71,65.5,16.74,103.96,796.98,"Address 517, City, Country",High
518,823,2024-08-24,Completed,Overnight,Digital Wallet,821.53,65.72,8.65,97.58,798.32,"Address 518, City, Country",Medium
519,1363,2025-04-15,Completed,Standard,Digital Wallet,860.0,68.8,7.8,68.94,867.66,"Address 519, City, Country",Medium
520,989,2025-01-07,Completed,Express,Digital Wallet,436.59,34.93,13.83,5.3,480.05,"Address 520, City, Country",Medium
521,1282,2025-04-13,Completed,Standard,Bank Transfer,439.48,35.16,21.77,16.28,480.13,"Address 521, City, Country",High
522,1513,2024-07-18,Completed,Standard,PayPal,533.3,42.66,17.86,42.05,551.78,"Address 522, City, Country",High
523,520,2024-09-26,Completed,Standard,Digital Wallet,518.36,41.47,18.88,98.71,480.01,"Address 523, City, Country",Medium
524,1926,2024-11-06,Processing,Standard,Credit Card,583.97,46.72,24.87,53.22,602.34,"Address 524, City, Country",Medium
525,1461,2025-03-29,Completed,Express,Bank Transfer,368.61,29.49,12.37,49.84,360.62,"Address 525, City, Country",Medium
526,1697,2025-03-09,Completed,Overnight,Digital Wallet,289.1,23.13,12.1,8.9,315.43,"Address 526, City, Country",Medium
527,187,2025-05-08,Completed,Economy,Bank Transfer,866.58,69.33,23.85,94.17,865.59,"Address 527, City, Country",Low
528,1060,2025-07-01,Returned,Standard,Credit Card,794.76,63.58,20.62,147.38,731.58,"Address 528, City, Country",Low
529,1189,2024-12-14,Completed,Express,Bank Transfer,798.22,63.86,5.55,9.08,858.55,"Address 529, City, Country",Medium
530,1095,2025-03-27,Completed,Express,Digital Wallet,851.05,68.08,22.06,124.73,816.46,"Address 530, City, Country",Low
531,801,2025-02-19,Processing,Standard,PayPal,394.29,31.54,17.83,21.39,422.28,"Address 531, City, Country",Low
532,109,2024-11-15,Shipped,Economy,PayPal,848.57,67.89,5.59,61.6,860.45,"Address 532, City, Country",High
533,1052,2025-06-09,Completed,Standard,Credit Card,720.59,57.65,7.93,113.15,673.02,"Address 533, City, Country",Medium
534,719,2024-08-19,Completed,Standard,Credit Card,450.6,36.05,13.89,4.09,496.45,"Address 534, City, Country",Low
535,479,2025-04-14,Completed,Economy,Digital Wallet,628.15,50.25,21.61,29.75,670.26,"Address 535, City, Country",High
536,927,2025-04-18,Completed,Economy,Credit Card,627.56,50.2,23.98,124.22,577.52,"Address 536, City, Country",Medium
537,1117,2025-04-01,Completed,Standard,Digital Wallet,724.39,57.95,13.9,24.48,771.75,"Address 537, City, Country",Low
538,1704,2024-12-01,Completed,Express,PayPal,173.7,13.9,14.04,3.15,198.49,"Address 538, City, Country",Low
539,679,2024-09-14,Returned,Economy,Credit Card,546.51,43.72,11.9,11.46,590.68,"Address 539, City, Country",Low
540,831,2025-03-02,Completed,Standard,Digital Wallet,61.24,4.9,6.23,9.86,62.51,"Address 540, City, Country",Low
541,1780,2024-09-18,Cancelled,Economy,PayPal,232.89,18.63,19.19,2.86,267.85,"Address 541, City, Country",High
542,829,2024-09-16,Completed,Standard,Digital Wallet,912.1,72.97,6.93,156.31,835.69,"Address 542, City, Country",Medium
543,472,2024-10-04,Completed,Standard,Credit Card,552.7,44.22,15.29,62.95,549.26,"Address 543, City, Country",Medium
544,615,2024-08-17,Shipped,Express,PayPal,883.19,70.66,12.62,104.2,862.27,"Address 544, City, Country",Medium
545,940,2024-10-18,Completed,Express,Bank Transfer,531.65,42.53,20.47,75.03,519.62,"Address 545, City, Country",Urgent
546,336,2024-12-24,Completed,Economy,Credit Card,714.0,57.12,15.19,26.09,760.22,"Address 546, City, Country",Low
547,1932,2024-12-04,Completed,Economy,Bank Transfer,589.43,47.15,24.97,112.35,549.21,"Address 547, City, Country",Low
548,1714,2024-12-30,Completed,Economy,Bank Transfer,156.51,12.52,12.62,24.24,157.41,"Address 548, City, Country",Medium
549,252,2025-07-03,Completed,Overnight,PayPal,234.11,18.73,8.93,46.33,215.44,"Address 549, City, Country",Medium
550,700,2025-03-10,Completed,Express,PayPal,383.75,30.7,11.86,25.07,401.24,"Address 550, City, Country",High
551,1813,2025-05-05,Cancelled,Economy,PayPal,227.36,18.19,21.77,33.73,233.59,"Address 551, City, Country",Low
552,862,2025-04-20,Completed,Overnight,Credit Card,633.71,50.7,14.6,75.91,623.1,"Address 552, City, Country",Medium
553,70,2025-03-02,Completed,Express,Credit Card,695.47,55.64,14.02,46.4,718.73,"Address 553, City, Country",Low
554,1855,2025-01-19,Cancelled,Express,Digital Wallet,233.47,18.68,6.05,42.18,216.01,"Address 554, City, Country",Medium
555,139,2024-11-10,Completed,Standard,Credit Card,992.63,79.41,22.12,60.43,1033.73,"Address 555, City, Country",Medium
556,133,2024-11-23,Completed,Standard,Bank Transfer,631.4,50.51,7.4,20.62,668.69,"Address 556, City, Country",Low
557,1956,2024-10-11,Returned,Overnight,Bank Transfer,588.08,47.05,20.6,57.91,597.81,"Address 557, City, Country",High
558,1888,2024-12-03,Completed,Standard,Bank Transfer,147.59,11.81,13.78,18.15,155.03,"Address 558, City, Country",High
559,1564,2025-06-28,Completed,Standard,Credit Card,62.48,5.0,12.09,9.28,70.28,"Address 559, City, Country",Medium
560,1173,2025-04-12,Completed,Economy,Credit Card,274.18,21.93,10.7,6.13,300.67,"Address 560, City, Country",Low
561,196,2024-10-23,Completed,Overnight,Credit Card,859.71,68.78,8.95,166.97,770.47,"Address 561, City, Country",Low
562,432,2025-03-17,Returned,Express,PayPal,630.24,50.42,11.37,97.36,594.67,"Address 562, City, Country",Low
563,1536,2025-05-19,Completed,Standard,Credit Card,516.75,41.34,18.1,59.85,516.34,"Address 563, City, Country",Medium
564,1347,2024-10-09,Completed,Overnight,Digital Wallet,912.67,73.01,21.27,177.77,829.18,"Address 564, City, Country",Low
565,182,2025-05-05,Completed,Economy,Digital Wallet,668.8,53.5,21.31,35.77,707.84,"Address 565, City, Country",Medium
566,670,2024-12-01,Completed,Express,Digital Wallet,158.95,12.72,19.29,6.92,184.03,"Address 566, City, Country",Medium
567,40,2024-07-09,Cancelled,Overnight,PayPal,756.11,60.49,14.13,4.33,826.4,"Address 567, City, Country",Low
568,1636,2025-05-08,Shipped,Express,PayPal,457.79,36.62,20.76,65.49,449.69,"Address 568, City, Country",Urgent
569,858,2024-10-19,Completed,Standard,Digital Wallet,866.07,69.29,5.15,8.76,931.75,"Address 569, City, Country",High
570,1314,2025-06-18,Completed,Economy,Digital Wallet,759.1,60.73,24.84,93.14,751.53,"Address 570, City, Country",Urgent
571,741,2024-11-08,Cancelled,Overnight,Digital Wallet,200.98,16.08,14.94,3.62,228.38,"Address 571, City, Country",High
572,1957,2024-11-09,Completed,Standard,Bank Transfer,223.53,17.88,18.88,39.65,220.64,"Address 572, City, Country",Medium
573,1684,2025-04-19,Completed,Express,Bank Transfer,92.58,7.41,24.15,17.64,106.49,"Address 573, City, Country",Medium
574,1092,2024-10-24,Completed,Economy,PayPal,299.06,23.93,14.82,25.08,312.74,"Address 574, City, Country",Medium
575,1398,2025-03-19,Processing,Overnight,PayPal,204.98,16.4,11.67,37.52,195.53,"Address 575, City, Country",Low
576,929,2024-11-30,Completed,Express,Bank Transfer,709.56,56.77,23.83,88.79,701.36,"Address 576, City, Country",Low
577,289,2025-01-23,Completed,Standard,PayPal,651.68,52.13,22.88,76.64,650.06,"Address 577, City, Country",High
578,1110,2025-01-23,Returned,Standard,PayPal,370.02,29.6,12.95,67.32,345.25,"Address 578, City, Country",Low
579,1448,2025-04-09,Completed,Economy,Digital Wallet,67.63,5.41,17.2,12.45,77.78,"Address 579, City, Country",Low
580,1592,2024-09-23,Completed,Overnight,Credit Card,541.03,43.28,23.35,12.41,595.24,"Address 580, City, Country",Medium
581,268,2024-07-14,Completed,Overnight,Credit Card,399.31,31.94,20.64,13.3,438.59,"Address 581, City, Country",High
582,1351,2025-02-16,Completed,Overnight,Credit Card,828.75,66.3,12.61,87.45,820.22,"Address 582, City, Country",Medium
583,629,2024-09-27,Completed,Standard,PayPal,492.88,39.43,24.29,86.65,469.95,"Address 583, City, Country",Medium
584,1329,2025-01-19,Shipped,Standard,Bank Transfer,769.3,61.54,22.79,110.27,743.36,"Address 584, City, Country",Low
585,169,2024-12-06,Completed,Standard,Credit Card,772.92,61.83,15.63,10.46,839.92,"Address 585, City, Country",Medium
586,1001,2024-09-28,Completed,Overnight,Bank Transfer,928.06,74.24,7.31,59.03,950.58,"Address 586, City, Country",Low
587,882,2025-03-13,Completed,Economy,Bank Transfer,517.19,41.37,14.37,8.04,564.89,"Address 587, City, Country",Low
588,1171,2025-01-30,Completed,Economy,Bank Transfer,84.07,6.73,7.98,11.76,87.01,"Address 588, City, Country",Low
589,387,2024-10-12,Completed,Economy,Bank Transfer,223.85,17.91,13.77,35.8,219.73,"Address 589, City, Country",Medium
590,1676,2025-06-09,Completed,Standard,Digital Wallet,519.22,41.54,8.05,17.67,551.14,"Address 590, City, Country",Low
591,1589,2024-07-06,Completed,Economy,Credit Card,331.37,26.51,22.42,1.21,379.08,"Address 591, City, Country",Medium
592,1162,2024-09-26,Completed,Economy,Credit Card,275.43,22.03,8.79,33.59,272.67,"Address 592, City, Country",Low
593,1135,2025-03-05,Completed,Standard,PayPal,936.16,74.89,11.69,181.17,841.58,"Address 593, City, Country",Low
594,417,2024-11-30,Processing,Economy,PayPal,680.51,54.44,24.82,112.07,647.69,"Address 594, City, Country",High
595,1731,2024-10-27,Completed,Economy,PayPal,987.73,79.02,10.91,177.12,900.55,"Address 595, City, Country",Low
596,1336,2024-12-30,Completed,Express,PayPal,959.25,76.74,18.82,170.16,884.65,"Address 596, City, Country",High
597,1375,2025-02-12,Completed,Economy,Digital Wallet,532.39,42.59,17.52,74.59,517.91,"Address 597, City, Country",Urgent
598,294,2025-02-28,Completed,Economy,PayPal,866.74,69.34,14.85,95.74,855.18,"Address 598, City, Country",Low
599,1025,2025-06-15,Shipped,Overnight,Digital Wallet,108.05,8.64,21.89,14.56,124.02,"Address 599, City, Country",Low
600,678,2025-02-05,Completed,Economy,Credit Card,819.17,65.53,21.46,116.11,790.06,"Address 600, City, Country",High
601,93,2025-04-02,Completed,Express,Bank Transfer,579.41,46.35,18.69,15.95,628.5,"Address 601, City, Country",Low
602,132,2024-10-23,Completed,Overnight,Digital Wallet,605.92,48.47,20.02,24.56,649.86,"Address 602, City, Country",High
603,1195,2024-10-24,Cancelled,Economy,PayPal,713.47,57.08,13.34,102.22,681.67,"Address 603, City, Country",Low
604,6,2024-09-08,Completed,Economy,Bank Transfer,411.42,32.91,6.13,55.76,394.7,"Address 604, City, Country",Medium
605,699,2025-02-20,Completed,Overnight,Credit Card,192.32,15.39,13.4,35.06,186.04,"Address 605, City, Country",Low
606,193,2025-01-20,Completed,Overnight,Credit Card,972.55,77.8,16.48,24.86,1041.97,"Address 606, City, Country",Medium
607,669,2024-08-29,Completed,Overnight,PayPal,953.3,76.26,10.51,3.09,1036.98,"Address 607, City, Country",Low
608,965,2025-03-17,Completed,Overnight,Bank Transfer,410.65,32.85,17.46,9.19,451.77,"Address 608, City, Country",Low
609,23,2024-09-22,Cancelled,Express,Digital Wallet,859.69,68.78,7.75,152.92,783.29,"Address 609, City, Country",High
610,1360,2024-10-15,Completed,Economy,PayPal,833.45,66.68,6.57,97.11,809.58,"Address 610, City, Country",Urgent
611,1145,2025-06-11,Completed,Express,PayPal,222.56,17.8,18.73,44.29,214.81,"Address 611, City, Country",Medium
612,899,2025-04-16,Completed,Standard,PayPal,744.55,59.56,9.75,64.9,748.97,"Address 612, City, Country",Low
613,321,2024-11-14,Completed,Economy,Credit Card,266.31,21.31,22.92,18.19,292.35,"Address 613, City, Country",Low
614,914,2024-12-15,Completed,Express,Bank Transfer,640.2,51.22,15.8,90.94,616.27,"Address 614, City, Country",Low
615,78,2025-04-26,Completed,Economy,Credit Card,460.94,36.87,8.33,29.4,476.74,"Address 615, City, Country",Low
616,482,2025-06-21,Shipped,Standard,PayPal,790.85,63.27,18.42,115.74,756.8,"Address 616, City, Country",Medium
617,495,2025-03-29,Completed,Economy,Digital Wallet,965.59,77.25,24.33,72.96,994.21,"Address 617, City, Country",Low
618,1435,2025-05-29,Shipped,Standard,Digital Wallet,705.39,56.43,16.36,60.61,717.56,"Address 618, City, Country",Medium
619,358,2024-12-29,Completed,Standard,Bank Transfer,363.43,29.07,22.54,7.82,407.23,"Address 619, City, Country",Low
620,1221,2024-09-30,Cancelled,Overnight,Digital Wallet,112.41,8.99,20.11,3.69,137.82,"Address 620, City, Country",Medium
621,834,2024-07-16,Processing,Standard,Bank Transfer,278.31,22.26,16.49,31.21,285.86,"Address 621, City, Country",Medium
622,343,2025-02-07,Completed,Overnight,Credit Card,173.1,13.85,7.23,15.9,178.28,"Address 622, City, Country",Low
623,587,2024-07-20,Processing,Standard,Bank Transfer,593.28,47.46,19.43,65.3,594.87,"Address 623, City, Country",Low
624,976,2024-12-06,Completed,Express,Bank Transfer,594.65,47.57,18.77,38.79,622.2,"Address 624, City, Country",Low
625,503,2024-07-11,Completed,Standard,Digital Wallet,188.41,15.07,16.6,14.46,205.62,"Address 625, City, Country",Low
626,272,2025-04-18,Completed,Economy,Digital Wallet,747.23,59.78,20.48,117.27,710.22,"Address 626, City, Country",Medium
627,1977,2025-01-27,Completed,Economy,Credit Card,74.22,5.94,18.8,3.92,95.04,"Address 627, City, Country",High
628,1451,2025-01-23,Completed,Express,PayPal,349.16,27.93,16.85,25.03,368.92,"Address 628, City, Country",Low
629,1641,2025-02-19,Completed,Overnight,Credit Card,757.94,60.64,11.69,9.78,820.49,"Address 629, City, Country",Urgent
630,1338,2025-01-18,Completed,Standard,PayPal,687.76,55.02,14.27,114.31,642.74,"Address 630, City, Country",Low
631,1302,2024-10-12,Completed,Overnight,Credit Card,733.43,58.67,16.2,145.69,662.62,"Address 631, City, Country",Medium
632,1590,2024-11-09,Completed,Economy,PayPal,798.44,63.88,18.17,82.12,798.36,"Address 632, City, Country",Low
633,812,2025-04-25,Completed,Standard,Bank Transfer,647.66,51.81,20.64,88.73,631.38,"Address 633, City, Country",Low
634,462,2025-03-16,Completed,Express,Bank Transfer,752.78,60.22,24.01,20.64,816.38,"Address 634, City, Country",Low
635,468,2025-01-24,Shipped,Economy,PayPal,574.38,45.95,5.94,111.92,514.34,"Address 635, City, Country",High
636,1063,2024-12-03,Cancelled,Express,Bank Transfer,176.16,14.09,11.85,17.97,184.13,"Address 636, City, Country",Medium
637,316,2024-12-17,Completed,Overnight,Bank Transfer,190.39,15.23,19.91,24.22,201.31,"Address 637, City, Country",High
638,984,2025-03-17,Completed,Economy,Bank Transfer,130.99,10.48,15.69,23.27,133.89,"Address 638, City, Country",Low
639,1560,2025-05-15,Cancelled,Economy,Credit Card,866.12,69.29,14.36,36.97,912.8,"Address 639, City, Country",Low
640,1646,2024-08-06,Completed,Standard,Credit Card,356.6,28.53,20.95,24.17,381.91,"Address 640, City, Country",Low
641,1510,2025-05-06,Completed,Standard,Credit Card,893.13,71.45,9.61,15.23,958.97,"Address 641, City, Country",Low
642,1102,2024-07-14,Returned,Economy,Bank Transfer,395.64,31.65,13.64,30.73,410.2,"Address 642, City, Country",Low
643,92,2025-03-11,Shipped,Standard,Bank Transfer,155.39,12.43,20.02,21.83,166.01,"Address 643, City, Country",High
644,56,2025-03-21,Completed,Standard,Bank Transfer,78.76,6.3,11.01,12.56,83.52,"Address 644, City, Country",Low
645,1988,2025-04-12,Completed,Overnight,Credit Card,783.62,62.69,23.53,9.89,859.94,"Address 645, City, Country",Medium
646,1808,2024-10-28,Completed,Standard,Credit Card,171.67,13.73,5.24,21.64,169.01,"Address 646, City, Country",Low
647,960,2025-01-20,Shipped,Economy,Credit Card,944.61,75.57,11.4,63.09,968.49,"Address 647, City, Country",Medium
648,879,2024-09-04,Shipped,Express,Credit Card,948.89,75.91,9.14,187.7,846.24,"Address 648, City, Country",Medium
649,48,2025-02-19,Completed,Standard,PayPal,105.48,8.44,9.36,20.28,102.99,"Address 649, City, Country",Medium
650,1417,2024-07-13,Completed,Standard,Credit Card,62.5,5.0,19.72,9.15,78.08,"Address 650, City, Country",Low
651,1408,2025-06-18,Completed,Economy,PayPal,129.3,10.34,5.81,6.7,138.75,"Address 651, City, Country",Medium
652,1966,2024-11-14,Completed,Overnight,Digital Wallet,808.05,64.64,16.43,159.36,729.76,"Address 652, City, Country",Low
653,134,2025-03-27,Shipped,Express,Digital Wallet,341.88,27.35,12.44,5.63,376.04,"Address 653, City, Country",Low
654,944,2024-11-29,Completed,Express,Digital Wallet,984.65,78.77,22.33,179.12,906.63,"Address 654, City, Country",Medium
655,1484,2024-09-13,Shipped,Economy,Bank Transfer,775.76,62.06,19.13,95.59,761.37,"Address 655, City, Country",High
656,214,2025-02-07,Completed,Express,Digital Wallet,618.58,49.49,12.48,46.39,634.16,"Address 656, City, Country",Medium
657,1602,2025-01-04,Completed,Economy,PayPal,752.81,60.22,5.19,55.65,762.58,"Address 657, City, Country",Medium
658,111,2025-04-09,Cancelled,Economy,Bank Transfer,776.62,62.13,8.67,104.65,742.77,"Address 658, City, Country",High
659,1449,2025-06-11,Completed,Economy,Digital Wallet,469.93,37.59,8.84,42.29,474.08,"Address 659, City, Country",Medium
660,402,2025-01-17,Completed,Overnight,PayPal,877.58,70.21,8.7,39.55,916.93,"Address 660, City, Country",Medium
661,81,2025-06-14,Completed,Overnight,Credit Card,815.45,65.24,17.34,22.08,875.95,"Address 661, City, Country",Medium
662,1580,2025-06-30,Cancelled,Standard,PayPal,320.94,25.67,7.73,48.72,305.62,"Address 662, City, Country",Medium
663,42,2024-10-17,Completed,Express,Digital Wallet,910.08,72.81,16.52,103.06,896.36,"Address 663, City, Country",Medium
664,1331,2024-12-05,Processing,Express,PayPal,717.61,57.41,24.89,94.59,705.32,"Address 664, City, Country",High
665,1425,2025-05-28,Shipped,Economy,PayPal,340.45,27.24,20.48,30.9,357.27,"Address 665, City, Country",Medium
666,1921,2024-09-28,Completed,Economy,PayPal,243.14,19.45,15.52,3.16,274.95,"Address 666, City, Country",Urgent
667,537,2024-07-18,Shipped,Overnight,Credit Card,240.21,19.22,21.35,35.75,245.02,"Address 667, City, Country",Medium
668,1503,2024-12-04,Completed,Standard,Bank Transfer,562.53,45.0,6.76,46.22,568.08,"Address 668, City, Country",High
669,1446,2025-05-22,Completed,Economy,Digital Wallet,815.21,65.22,13.53,162.94,731.01,"Address 669, City, Country",Medium
670,332,2025-04-01,Returned,Standard,Digital Wallet,117.42,9.39,11.64,10.82,127.63,"Address 670, City, Country",High
671,1463,2025-01-10,Completed,Express,PayPal,824.28,65.94,16.52,0.77,905.97,"Address 671, City, Country",Low
672,380,2024-09-04,Completed,Economy,Bank Transfer,364.45,29.16,19.25,37.26,375.6,"Address 672, City, Country",Low
673,686,2025-02-12,Completed,Standard,PayPal,349.56,27.96,23.06,16.36,384.22,"Address 673, City, Country",Low
674,1668,2025-01-04,Completed,Overnight,Bank Transfer,490.21,39.22,13.75,83.87,459.31,"Address 674, City, Country",High
675,100,2025-07-01,Completed,Express,PayPal,134.49,10.76,12.01,24.51,132.75,"Address 675, City, Country",Urgent
676,1669,2025-03-19,Completed,Standard,Digital Wallet,937.61,75.01,20.6,120.74,912.49,"Address 676, City, Country",Low
677,1099,2025-04-04,Shipped,Overnight,Credit Card,844.38,67.55,12.21,67.61,856.53,"Address 677, City, Country",High
678,1035,2025-01-11,Processing,Standard,Bank Transfer,180.07,14.41,19.5,5.77,208.2,"Address 678, City, Country",Medium
679,1267,2025-03-31,Completed,Economy,Credit Card,730.41,58.43,18.12,123.96,683.01,"Address 679, City, Country",Low
680,1071,2024-12-29,Processing,Economy,Credit Card,226.99,18.16,19.38,30.35,234.18,"Address 680, City, Country",Low
681,458,2024-11-10,Completed,Economy,Credit Card,333.99,26.72,19.72,36.59,343.84,"Address 681, City, Country",Low
682,1859,2024-09-16,Completed,Express,Digital Wallet,315.07,25.21,7.89,20.88,327.28,"Address 682, City, Country",Low
683,80,2025-03-14,Cancelled,Economy,Bank Transfer,651.08,52.09,21.68,22.28,702.56,"Address 683, City, Country",High
684,223,2025-03-28,Completed,Standard,Digital Wallet,686.86,54.95,10.54,35.12,717.22,"Address 684, City, Country",Low
